792,"The Guardian Legend",Snowseeker,2117,"Massively multiplayer",14,72079
793,"",Adorari,2119,"Mass action",0,88209
794,"H2O: Footprints in the Sand",Adoghma,2065,"Manager",18,88257
795,"Hachigatsu no Cinderella Nine",Lairdana,2020,"Multiplayer online battle arena",6,98011
796,"Haegemonia: Legions of Iron",Buridred,2109,"Art game",21,80963
797,"Hakuisei Aijou Izonshou",Starbrand,2079,"Indie game",0,97267
798,"Hakuisei Renai Shoukougun",Moranin,2054,"Run and gun",6,96823
799,"Hakushaku to Yousei",Ironcrusher,2004,"Toure",21,71481
800,"Half-Life",Goltishicage,2053,"Pinball",12,38376
801,"Half-Life 1 Anthology",Siranius,2052,"Arcade sport",6,19071
802,"Half-Life 2",Nuarne,2033,"Simulator",0,1051
803,"Harry Potter and the Prisoner of Azkaban  ",Thorne,2032,"Battle Racing",18,76631
804,"Harry Potter: Mastering Magic",Shadowstalker,2052,"Match 3",12,95686
805,"Harry Potter: Quidditch World Cup",Shaktiran,2022,"Indie game",18,97582
806,"Harry Potter: Wizards Unite",Ballath,2087,"Tactic",6,61795
807,"Harvester  ",Blackhunter,2098,"TD",0,23480
808,"A Hat in Time",Morluron,2050,"Shooter",6,62335
809,"Hatred",Joron,2067,"Gamble",14,65891
810,"Hatsune Miku: Project DIVA",Shalilmeena,2102,"Party game",21,78845
811,"Hatsune Miku: Project DIVA 2nd",Nikoshura,2054,"Platformer 3D",21,78621
812,"Hattrick",Sinwind,2000,"Manager",0,6393
813,"Nancy Drew: The Haunted Carousel",Doomterror,2080,"Zero Player Game",6,52973
814,"Haunted Castle",Alsariel,2108,"Maze",18,14918
815,"Haunted House",Rageeye,2045,"Extreme sport",6,52510
816,"Hitman GO",Goltigrel,2021,"Space sim",6,83423
817,"Hitman: Absolution",Muni,2001,"Side-scroling shooter",14,39451
818,"Hitman: Blood Money",Ballath,2029,"Indie game",21,64472
819,"Hitman: Codename 47",Dagdador,2018,"Massive multiplayer online game",0,45535
820,"Hitman: Contracts",Zulkigore,2060,"Massive multiplayer online game",21,42041
821,"Hitman: Sniper",Snowworker,2048,"Strategy",18,66839
822,"Hitman: Sniper Challenge",Kerne,2027,"Puzzle",6,25356
823,"Hob",Nilalanim,2070,"Third-person shooter",12,3594
824,"The Hobbit (   1982)",Redmane,2098,"OldSchool Action",0,74734
825,"The Hobbit (   2003)",Brazil,2031,"Vehicular combat",0,16185
826,"Hogs of War",Cenius,2059,"Strategy RPG",6,95072
827,"Hohokum",Malalace,2069,"Gamble",6,89262
828,"Hollow Knight",Meztidal,2053,"Tower Defense",0,83172
829,"Home Alone (   2006)",Wrathfang,2024,"Stealth-Action",14,40978
830,"Home Alone  ",Magewarden,2009,"Interactive fiction",6,85025
831,"Home Alone 2: Lost in New York  ",Siranius,2008,"Statistical sport",18,99871
832,"I Have No Mouth and I Must Scream",Celmeena,2001,"Danmaku",0,30761
833,"I Wanna Be the Guy",Bludfont,2018,"Non-linear",14,92537
834,"I-Ninja",Mazulmaran,2100,"Third-person shooter",6,27191
835,"I-War",Moogurr,2076,"Artipicial Life game",21,57333
836,"I-War (Atari Jaguar)",Marindis,2059,"Fantasy",21,83590
837,"I Robot  ",Perdred,2031,"Action-RPG",18,27937
838,"I.G.I.-2: Covert Strike",Yozshutaur,2095,"Role-playing",0,62452
839,"Ice Age 2: The Meltdown",Kulalas,2037,"Cardgame",14,53408
840,"Ice Age: Dawn of the Dinosaurs",Blackhunter,2071,"Family",18,45404
841,"Imperial Glory",Adorari,2067,"Hero",6,3540
842,"Imperialism",Zulkigore,2038,"Combat",18,41526
843,"Imperishable Night",Thorgalv,2038,"Non-linear",6,66389
844,"Imperium Galactica",Spellterror,2011,"Casual game",14,16333
845,"Imperium Galactica II: Alliances",Dalanara,2018,"Flight simulation",12,3315
846,"Imperium Romanum",Opiril,2104,"Interactive fiction",0,55475
847,"Impire",Basius,2093,"Hero",14,14619
848,"Impossible Creatures",Mera,2051,"Arcade sport",6,79738
849,"The Impossible Game",Nazel,2104,"Espionage",21,91362
850,"In Search of the Lost Future",Ironfist,2083,"Roguelike",6,2929
851,"In the Groove",Monadar,2066,"Roguelike",0,58021
852,"In the Groove 2",Auririm,2107,"Survival",18,26375
853,"In the Hunt",Mazulmaran,2040,"TBS",12,50273
854,"In the Valley of Gods",Kaktilar,2005,"Hero",18,72831
855,"Jeanne d’Arc  ",Zulkigore,2039,"Multiplayer online battle arena",18,65984
856,"Jet Moto",Muni,2054,"Sim Strategy",18,66794
857,"Jet Set Radio",Nuadarius,2039,"Technical Combat",0,33800
858,"Jet Set Radio Future",Yozshubar,2008,"Match 3",18,94849
859,"Jet Set Willy",Mnege,2112,"MMORTS",21,47468
860,"Jet-Story",Whispermane,2071,"Multiplayer online battle arena",18,97191
861,"Jetpac",Granilanim,2040,"Art game",18,42582
862,"Jets’n’Guns",Batius,2106,"Death Racing",18,68318
863,"Jiburiru: The Devil Angel",Starfire,2086,"Stealth-Action",21,33868
864,"Joe & Mac Caveman Ninja",Ballasida,2113,"Dungeon crawl",12,60471
865,"Joe Blade",Auririm,2119,"Sandbox",12,48647
866,"John Saul’s Blackstone Chronicles",Yggrius,2091,"Extreme sport",14,30335
867,"Johnny Bazookatone",Bludskin,2056,"Business",14,70448
868,"Joint Operations: Escalation",Blackhunter,2107,"Toure",14,18964
869,"Kanojo × Kanojo × Kanojo",Malalas,2018,"Open RPG",14,65302
870,"Kanon",Anaragda,2055,"Real-time tactic",12,38984
871,"Kantai Collection",Brazil,2019,"Tycoon",14,35302
872,"Karate Champ",Runefire,2119,"MicroControl",21,10789
873,"Karateka",Yozshubar,2038,"Cardgame",18,85081
874,"Karos Online",Ianlune,2029,"Turn-based tactic",18,87084
875,"KartRider",Doomterror,2037,"Driving",21,59464
876,"Kashimashi: Girl Meets Girl",Sterndweller,2005,"Rail shooter",12,18477
877,"Kasumi Ninja",Malagar,2105,"Trivia game",12,29946
878,"Katahane",Cenius,2033,"Real-time tactic",18,62060
879,"Katamari Damacy",Nilalanim,2049,"Indie game",21,88271
880,"Katana Zero",Mazragore,2062,"Rhythm game",12,46223
881,"Katawa Shoujo",Ironfist,2028,"Real-time strategy",21,49917
882,"Last Chaos",Opiril,2109,"Fighting",14,15292
883,"Last Day of June",Agardana,2073,"Global Strategy",0,20807
884,"The Last Express",Mezirn,2082,"Browser-based",12,76551
885,"The Last Guardian",Tygrarana,2106,"Microgame",18,18445
886,"The Last Mission",Bubandis,2005,"Massive multiplayer online game",18,51811
887,"The Last Ninja",Yggrin,2033,"Zen",0,30703
888,"The Last of Us",Morluron,2012,"Hidden object",6,92372
889,"The Last of Us Part II",Kim,2025,"Stealth-Action",12,29748
890,"The Last of Us Remastered",Wrathfang,2067,"MicroControl",21,31784
891,"The Last of Us: Left Behind",Bralmaran,2091,"Light gun",0,52400
892,"Last Period: The Story of an Endless Spiral",Daimuro,2059,"Open-ended simulation",0,85577
893,"The Last Remnant",Kulalas,2015,"Combat",14,77077
894,"Last Resort",Kazrajar,2047,"RPG",18,87385
895,"The Last Story",Akikus,2085,"Board game",14,39509
896,"Last Voyage",Gagas,2033,"Contact",12,38366
897,"Late Shift",Mazuzragore,2082,"Open world",21,34471
898,"Law & Order: Legacies",Nilalanim,2019,"Vehicle simulation",21,46267
899,"LawBreakers",Bludfont,2104,"Vehicle simulation",14,8210
900,"Layers of Fear",Granilanim,2064,"Sandbox",21,34345
901,"Layers of Fear: Inheritance",Moogurr,2043,"Test",6,14782
902,"LBX — Битвы маленьких гигантов",Thorgalv,2042,"Hero",21,48707
903,"Lead and Gold: Gangs of the Wild West",Mera,2044,"Movie-based game",0,81997
904,"Leader Board",Tuhn,2057,"Trivia game",12,73071
905,"League of Legends",Brazil,2081,"Arcade sport",14,54763
906,"League of Legends: Wild Rift",Peginn,2042,"Hack & Slash",21,30492
907,"Leaving Lyndow",Mavemeena,2089,"MMORPG",18,78362
908,"Left 4 Dead",Kerne,2021,"Browser RPG",14,68372
909,"Left 4 Dead 2",Granilanim,2097,"OldSchool Action",0,34862
910,"Left Alive",Akikus,2016,"Building",18,11299
911,"Legacy of Kain: Defiance",Corius,2013,"Strategy",14,47428
912,"Legacy of Kain: Soul Reaver",Zolotaxe,2028,"Light gun",12,35186
913,"Legacy of Kain: Soul Reaver 2",Ballath,2080,"Acrcade",21,48440
914,"Legal Crime",Moogurr,2012,"Side-scroling shooter",0,34280
915,"The Legend of Dragoon",Ianzius,2049,"Acrcade",6,65195
916,"Legend of Grimrock",Sterndweller,2119,"Arcade sport",6,35082
917,"Legend of Grimrock 2",Ironwing,2029,"Strategy RPG",12,9263
918,"Last Chaos",Anayarus,2065,"Virtual pet",21,12632
919,"Last Day of June",Opiril,2092,"Fantasy",14,12446
920,"The Last Express",Yggrin,2090,"Tactic",14,7048
921,"The Last Guardian",Steelfury,2054,"Sport",14,10570
922,"The Last Mission",Shalirn,2109,"First-Person",12,76270
923,"The Last Ninja",Viran,2005,"Crawler",14,88229
924,"The Last of Us",Balladomeena,2039,"True RPG",12,33820
925,"The Last of Us Part II",Zolosho,2072,"Interactive Movie",21,22
926,"The Last of Us Remastered",Thetadora,2021,"Action-RPG",18,19506
927,"The Last of Us: Left Behind",Morluron,2073,"Competitive",21,35885
928,"Last Period: The Story of an Endless Spiral",Kazrajar,2009,"Train simulation",14,74336
929,"The Last Remnant",Blackhunter,2036,"Competitive",12,94368
930,"Last Resort",Dianadar,2000,"Dungeon crawl",0,1245
931,"The Last Story",Kaktilar,2067,"Acrcade",12,4763
932,"Last Voyage",Mavejurus,2011,"Driving",12,89617
933,"Late Shift",Faerisar,2053,"Novel",12,60987
934,"Law & Order: Legacies",Lightfire,2026,"Fantasy",14,11023
935,"LawBreakers",Sterndweller,2087,"CRPG",6,94382
936,"Layers of Fear",Buridred,2064,"Train simulation",14,85338
937,"Layers of Fear: Inheritance",Agagelv,2087,"Runner",12,1787
938,"LBX — Битвы маленьких гигантов",Adonius,2029,"Tower Defense",18,80889
939,"Lead and Gold: Gangs of the Wild West",Beazetus,2006,"Indie game",21,41999
940,"Leader Board",Ironmaster,2073,"Spy",12,7282
941,"League of Legends",Stoneray,2079,"Party game",21,5594
942,"League of Legends: Wild Rift",Rageeye,2104,"Slasher",14,74064
943,"Leaving Lyndow",Ironwing,2031,"MMORPG",21,87443
944,"Left 4 Dead",Mazuzragore,2072,"Racing",0,66035
945,"Left 4 Dead 2",Whiteseeker,2086,"Building",12,55177
946,"Left Alive",Auririm,2053,"Extreme sport",12,36298
947,"Legacy of Kain: Defiance",Gavinrathis,2088,"FPS",18,43470
948,"Legacy of Kain: Soul Reaver",Ygglanim,2002,"Browser-based",0,81171
949,"Legacy of Kain: Soul Reaver 2",Anamath,2098,"Dating Sim",21,46431
950,"Legal Crime",Auririm,2118,"Massively multiplayer",18,10259
951,"The Legend of Dragoon",Daimuro,2070,"Survival",14,20724
952,"Legend of Grimrock",Voodoolkis,2083,"Slasher",6,3865
953,"Legend of Grimrock 2",Gardalabar,2057,"Match 3",14,32047
954,"LEGO Legends of Chima: Laval’s Journey",Tenos,2108,"Co-op",21,62949
955,"LEGO Marvel Super Heroes",Nalmelas,2035,"OldSchool Action",0,9215
956,"LEGO Marvel Super Heroes 2",Celmeena,2055,"RPG",6,78499
957,"The Little Mermaid: Magic in Two Kingdoms",Kerne,2112,"Co-op",21,31781
958,"Little Nemo: The Dream Master",Saktilar,2104,"Open Action",12,70137
959,"Little Nightmares",Whiteseeker,2114,"City-building",18,87387
960,"Little Nightmares 2",Cordann,2066,"True RPG",0,8202
961,"Little Samson",Cordann,2007,"True RPG",18,6939
962,"LittleBigPlanet",Periris,2091,"Massive multiplayer online game",0,23927
963,"LittleBigPlanet 2",Starfire,2087,"Toure",18,41376
964,"LittleBigPlanet 3",Ianzius,2015,"Contact",18,83709
965,"LittleBigPlanet Karting",Marana,2056,"Construction",18,48591
966,"Live A Live",Joron,2075,"JRPG",12,81338
967,"Live for Speed",Felhardana,2114,"Light gun",18,42446
968,"Mage: The Awakening",Malaswyn,2055,"Dance",12,62331
969,"Mageslayer",Lairdana,2056,"Interactive Movie",21,39853
970,"Magic and Mayhem",Thetadora,2071,"Co-op",18,95999
971,"Magic Carpet",Anayarus,2012,"Interactive fiction",14,28930
972,"Magic Duels",Dagdawield,2000,"Manager",12,39339
973,"Magic: The Gathering — Duels of the Planeswalkers",Malalace,2060,"Real-time tactic",12,59702
974,"Magic: The Gathering (MicroProse)",Blackhunter,2103,"Open world",18,63642
975,"Magic: The Gathering Arena",Wrathfang,2024,"Third-person action",21,67006
976,"Magical Canan",Shalilmeena,2060,"Arcade sport",14,66079
977,"Magical Chase",Daimuro,2106,"MMOFPS",18,33742
978,"Magical Girl Lyrical Nanoha",Kathridred,2015,"Sim Strategy",14,1127
979,"Master of Epic",Corius,2020,"Metroidvania",14,61767
980,"Master of Magic",Brazil,2113,"Choices",6,23553
981,"Master of Orion",Miralune,2017,"Dungeon crawl",14,19213
982,"Master of Orion II: Battle at Antares",Muni,2006,"Zen",12,35424
983,"Master of Orion III",Dalanara,2069,"Arcade",18,76283
984,"Master of Orion: Conquer the Stars",Whispermane,2113,"Space sim",0,50790
985,"The Masterplan  ",Morlumand,2082,"Global Strategy",18,76437
986,"Masters Of The World: Geopolitical Simulator 3",Gavinrathis,2091,"Toure",12,82432
987,"The Matrix Online",Runesmith,2086,"Massively multiplayer",12,6467
988,"The Matrix: Path of Neo",Nikorr,2029,"Board game",12,67578
989,"Max Payne",Meztidal,2071,"Shoot'em up",21,48019
990,"Max Payne 2: The Fall of Max Payne",Wrathfang,2105,"Fishing",12,85683
991,"Max Payne 3",Thetadora,2080,"True RPG",18,99375
992,"Max: The Curse of Brotherhood",Bo,2047,"Hero",21,91225
993,"Maximo",Cordann,2032,"Puzzle",14,54118
994,"Maze War",Lightfire,2094,"Hero",14,47483
995,"Mazes of Fate",Ishnginn,2083,"TD",6,51222
996,"Obduction",Dagdawield,2036,"Arcade",21,57711
997,"Oblivion Lost",Gragrinn,2111,"Open RPG",0,17421
998,"Obocchamakun",Malaswyn,2054,"Grand strategy wargame",14,52129
999,"Patapon 3",Bludfont,2061,"Co-op",0,94226
